codigo_tse,uf,nome_municipio,capital,codigo_ibge
8311,MA,MATÕES,0,2106607
7943,MA,MATÕES DO NORTE,0,2106631
7960,MA,MILAGRES DO MARANHÃO,0,2106672
8338,MA,MIRADOR,0,2106706
9695,MA,MIRANDA DO NORTE,0,2106755
8354,MA,MIRINZAL,0,2106805
8397,MA,MONTES ALTOS,0,2107001
8370,MA,MONÇÃO,0,2106904
8419,MA,MORROS,0,2107100
8435,MA,NINA RODRIGUES,0,2107209
7986,MA,NOVA COLINAS,0,2107258
8451,MA,NOVA IORQUE,0,2107308
8001,MA,NOVA OLINDA DO MARANHÃO,0,2107357
8478,MA,OLHO D'ÁGUA DAS CUNHÃS,0,2107407
8028,MA,OLINDA NOVA DO MARANHÃO,0,2107456
8516,MA,PALMEIRÂNDIA,0,2107605
8532,MA,PARAIBANO,0,2107704
8559,MA,PARNARAMA,0,2107803
8575,MA,PASSAGEM FRANCA,0,2107902
8591,MA,PASTOS BONS,0,2108009
8044,MA,PAULINO NEVES,0,2108058
9598,MA,PAULO RAMOS,0,2108108
8494,MA,PAÇO DO LUMIAR,0,2107506
8613,MA,PEDREIRAS,0,2108207
8060,MA,PEDRO DO ROSÁRIO,0,2108256
8630,MA,PENALVA,0,2108306
8656,MA,PERI MIRIM,0,2108405
8087,MA,PERITORÓ,0,2108454
8672,MA,PINDARÉ-MIRIM,0,2108504
8699,MA,PINHEIRO,0,2108603
8710,MA,PIO XII,0,2108702
8737,MA,PIRAPEMAS,0,2108801
8770,MA,PORTO FRANCO,0,2109007
8109,MA,PORTO RICO DO MARANHÃO,0,2109056
8753,MA,POÇÃO DE PEDRAS,0,2108900
8796,MA,PRESIDENTE DUTRA,0,2109106
8818,MA,PRESIDENTE JUSCELINO,0,2109205
8125,MA,PRESIDENTE MÉDICI,0,2109239
8141,MA,PRESIDENTE SARNEY,0,2109270
8834,MA,PRESIDENTE VARGAS,0,2109304
8850,MA,PRIMEIRA CRUZ,0,2109403
8168,MA,RAPOSA,0,2109452
8877,MA,RIACHÃO,0,2109502
8184,MA,RIBAMAR FIQUENE,0,2109551
8915,MA,ROSÁRIO,0,2109601
8931,MA,SAMBAÍBA,0,2109700
8206,MA,SANTA FILOMENA DO MARANHÃO,0,2109759
8958,MA,SANTA HELENA,0,2109809
9571,MA,SANTA INÊS,0,2109908
8974,MA,SANTA LUZIA,0,2110005
9652,MA,SANTA LUZIA DO PARUÁ,0,2110039
8990,MA,SANTA QUITÉRIA DO MARANHÃO,0,2110104
9016,MA,SANTA RITA,0,2110203
8222,MA,SANTANA DO MARANHÃO,0,2110237
8249,MA,SANTO AMARO DO MARANHÃO,0,2110278
9032,MA,SANTO ANTÔNIO DOS LOPES,0,2110302
8460,MA,SATUBINHA,0,2111722
8486,MA,SENADOR ALEXANDRE COSTA,0,2111748
8508,MA,SENADOR LA ROCQUE,0,2111763
8524,MA,SERRANO DO MARANHÃO,0,2111789
9318,MA,SUCUPIRA DO NORTE,0,2111904
8540,MA,SUCUPIRA DO RIACHÃO,0,2111953
9059,MA,SÃO BENEDITO DO RIO PRETO,0,2110401
9075,MA,SÃO BENTO,0,2110500
9091,MA,SÃO BERNARDO,0,2110609
8265,MA,SÃO DOMINGOS DO AZEITÃO,0,2110658
9113,MA,SÃO DOMINGOS DO MARANHÃO,0,2110708
8281,MA,SÃO FRANCISCO DO BREJÃO,0,2110856
9156,MA,SÃO FRANCISCO DO MARANHÃO,0,2110906
9130,MA,SÃO FÉLIX DE BALSAS,0,2110807
8893,MA,SÃO JOSÉ DE RIBAMAR,0,2111201
8362,MA,SÃO JOSÉ DOS BASÍLIOS,0,2111250
9172,MA,SÃO JOÃO BATISTA,0,2111003
8303,MA,SÃO JOÃO DO CARÚ,0,2111029
8320,MA,SÃO JOÃO DO PARAÍSO,0,2111052
8346,MA,SÃO JOÃO DO SOTER,0,2111078
9199,MA,SÃO JOÃO DOS PATOS,0,2111102
9210,MA,SÃO LUÍS,1,2111300
8052,MA,SÃO LUÍS GONZAGA DO MARANHÃO,0,2111409
9237,MA,SÃO MATEUS DO MARANHÃO,0,2111508
8389,MA,SÃO PEDRO DA ÁGUA BRANCA,0,2111532
8400,MA,SÃO PEDRO DOS CRENTES,0,2111573
9253,MA,SÃO RAIMUNDO DAS MANGABEIRAS,0,2111607
8427,MA,SÃO RAIMUNDO DO DOCA BEZERRA,0,2111631
8443,MA,SÃO ROBERTO,0,2111672
9270,MA,SÃO VICENTE FERRER,0,2111706
9296,MA,SÍTIO NOVO,0,2111805
9334,MA,TASSO FRAGOSO,0,2112001
9350,MA,TIMBIRAS,0,2112100
9377,MA,TIMON,0,2112209
8567,MA,TRIZIDELA DO VALE,0,2112233
8583,MA,TUFILÂNDIA,0,2112274
9393,MA,TUNTUM,0,2112308
9415,MA,TURIAÇU,0,2112407
8605,MA,TURILÂNDIA,0,2112456
9431,MA,TUTÓIA,0,2112506
9458,MA,URBANO SANTOS,0,2112605
9474,MA,VARGEM GRANDE,0,2112704
9490,MA,VIANA,0,2112803
8621,MA,VILA NOVA DOS MARTÍRIOS,0,2112852
9539,MA,VITORINO FREIRE,0,2113009
9512,MA,VITÓRIA DO MEARIM,0,2112902
9717,MA,ZÉ DOCA,0,2114007
7005,MA,ÁGUA DOCE DO MARANHÃO,0,2100154
40010,MG,ABADIA DOS DOURADOS,0,3100104
40037,MG,ABAETÉ,0,3100203
40053,MG,ABRE CAMPO,0,3100302
40070,MG,ACAIACA,0,3100401
40150,MG,AGUANIL,0,3100807
40215,MG,AIMORÉS,0,3101102
40231,MG,AIURUOCA,0,3101201
40258,MG,ALAGOA,0,3101300
40274,MG,ALBERTINA,0,3101409
40312,MG,ALFENAS,0,3101607
40002,MG,ALFREDO VASCONCELOS,0,3101631
40339,MG,ALMENARA,0,3101706
40355,MG,ALPERCATA,0,3101805
40371,MG,ALPINÓPOLIS,0,3101904
40398,MG,ALTEROSA,0,3102001
41661,MG,ALTO CAPARAÓ,0,3102050
50695,MG,ALTO JEQUITIBÁ,0,3153509
40410,MG,ALTO RIO DOCE,0,3102100
40436,MG,ALVARENGA,0,3102209
40452,MG,ALVINÓPOLIS,0,3102308
40479,MG,ALVORADA DE MINAS,0,3102407
40290,MG,ALÉM PARAÍBA,0,3101508
40495,MG,AMPARO DO SERRA,0,3102506
40517,MG,ANDRADAS,0,3102605
40550,MG,ANDRELÂNDIA,0,3102803
41688,MG,ANGELÂNDIA,0,3102852
40576,MG,ANTÔNIO CARLOS,0,3102902
40592,MG,ANTÔNIO DIAS,0,3103009
40614,MG,ANTÔNIO PRADO DE MINAS,0,3103108
40657,MG,ARACITABA,0,3103306
40690,MG,ARAGUARI,0,3103504
40711,MG,ARANTINA,0,3103603
40738,MG,ARAPONGA,0,3103702
40029,MG,ARAPORÃ,0,3103751
40754,MG,ARAPUÁ,0,3103801
40797,MG,ARAXÁ,0,3104007
40630,MG,ARAÇAÍ,0,3103207
40673,MG,ARAÇUAÍ,0,3103405
40770,MG,ARAÚJOS,0,3103900
40819,MG,ARCEBURGO,0,3104106
40835,MG,ARCOS,0,3104205
40851,MG,AREADO,0,3104304
40878,MG,ARGIRITA,0,3104403
41700,MG,ARICANDUVA,0,3104452
40894,MG,ARINOS,0,3104502
40916,MG,ASTOLFO DUTRA,0,3104601
40932,MG,ATALÉIA,0,3104700
40959,MG,AUGUSTO DE LIMA,0,3104809
40096,MG,AÇUCENA,0,3100500
40975,MG,BAEPENDI,0,3104908
40991,MG,BALDIM,0,3105004
41017,MG,BAMBUÍ,0,3105103
41033,MG,BANDEIRA,0,3105202
41050,MG,BANDEIRA DO SUL,0,3105301
41114,MG,BARBACENA,0,3105608
41130,MG,BARRA LONGA,0,3105707
41173,MG,BARROSO,0,3105905
41076,MG,BARÃO DE COCAIS,0,3105400
41092,MG,BARÃO DE MONTE ALTO,0,3105509
41190,MG,BELA VISTA DE MINAS,0,3106002
41211,MG,BELMIRO BRAGA,0,3106101
41238,MG,BELO HORIZONTE,1,3106200
41254,MG,BELO ORIENTE,0,3106309
41270,MG,BELO VALE,0,3106408
41297,MG,BERILO,0,3106507
41726,MG,BERIZAL,0,3106655
41319,MG,BERTÓPOLIS,0,3106606
41335,MG,BETIM,0,3106705
41351,MG,BIAS FORTES,0,3106804
41378,MG,BICAS,0,3106903
41394,MG,BIQUINHAS,0,3107000
41416,MG,BOA ESPERANÇA,0,3107109
41432,MG,BOCAINA DE MINAS,0,3107208
41459,MG,BOCAIÚVA,0,3107307
41475,MG,BOM DESPACHO,0,3107406
41491,MG,BOM JARDIM DE MINAS,0,3107505
41513,MG,BOM JESUS DA PENHA,0,3107604
41530,MG,BOM JESUS DO AMPARO,0,3107703
41556,MG,BOM JESUS DO GALHO,0,3107802
41572,MG,BOM REPOUSO,0,3107901
41599,MG,BOM SUCESSO,0,3108008
41610,MG,BONFIM,0,3108107
41637,MG,BONFINÓPOLIS DE MINAS,0,3108206
41742,MG,BONITO DE MINAS,0,3108255
41653,MG,BORDA DA MATA,0,3108305
41670,MG,BOTELHOS,0,3108404
41696,MG,BOTUMIRIM,0,3108503
40045,MG,BRASILÂNDIA DE MINAS,0,3108552
41718,MG,BRASÍLIA DE MINAS,0,3108602
41777,MG,BRAZÓPOLIS,0,3108909
41750,MG,BRAÚNAS,0,3108800
41793,MG,BRUMADINHO,0,3109006
41734,MG,BRÁS PIRES,0,3108701
41815,MG,BUENO BRANDÃO,0,3109105
41831,MG,BUENÓPOLIS,0,3109204
41769,MG,BUGRE,0,3109253
41858,MG,BURITIS,0,3109303
41874,MG,BURITIZEIRO,0,3109402
41785,MG,CABECEIRA GRANDE,0,3109451
41890,MG,CABO VERDE,0,3109501
41912,MG,CACHOEIRA DA PRATA,0,3109600
41939,MG,CACHOEIRA DE MINAS,0,3109709
40533,MG,CACHOEIRA DE PAJEÚ,0,3102704
41955,MG,CACHOEIRA DOURADA,0,3109808
41971,MG,CAETANÓPOLIS,0,3109907
41998,MG,CAETÉ,0,3110004
42013,MG,CAIANA,0,3110103
42030,MG,CAJURI,0,3110202
42056,MG,CALDAS,0,3110301
42072,MG,CAMACHO,0,3110400
42099,MG,CAMANDUCAIA,0,3110509
42137,MG,CAMBUQUIRA,0,3110707
42110,MG,CAMBUÍ,0,3110608
42170,MG,CAMPANHA,0,3110905
42153,MG,CAMPANÁRIO,0,3110806
42196,MG,CAMPESTRE,0,3111002
42218,MG,CAMPINA VERDE,0,3111101
41807,MG,CAMPO AZUL,0,3111150
42234,MG,CAMPO BELO,0,3111200
42250,MG,CAMPO DO MEIO,0,3111309
42277,MG,CAMPO FLORIDO,0,3111408
42293,MG,CAMPOS ALTOS,0,3111507
42315,MG,CAMPOS GERAIS,0,3111606
42374,MG,CANA VERDE,0,3111903
42331,MG,CANAÃ,0,3111705
42390,MG,CANDEIAS,0,3112000
41823,MG,CANTAGALO,0,3112059
42358,MG,CANÁPOLIS,0,3111804
42412,MG,CAPARAÓ,0,3112109
42439,MG,CAPELA NOVA,0,3112208
42455,MG,CAPELINHA,0,3112307
42471,MG,CAPETINGA,0,3112406
42498,MG,CAPIM BRANCO,0,3112505
42510,MG,CAPINÓPOLIS,0,3112604
40061,MG,CAPITÃO ANDRADE,0,3112653
42536,MG,CAPITÃO ENÉAS,0,3112703
42552,MG,CAPITÓLIO,0,3112802
42579,MG,CAPUTIRA,0,3112901
42617,MG,CARANAÍBA,0,3113107
42633,MG,CARANDAÍ,0,3113206
42650,MG,CARANGOLA,0,3113305
42676,MG,CARATINGA,0,3113404
42595,MG,CARAÍ,0,3113008
42692,MG,CARBONITA,0,3113503
42714,MG,CAREAÇU,0,3113602
42730,MG,CARLOS CHAGAS,0,3113701
42773,MG,CARMO DA CACHOEIRA,0,3113909
42790,MG,CARMO DA MATA,0,3114006
42811,MG,CARMO DE MINAS,0,3114105
42838,MG,CARMO DO CAJURU,0,3114204
42854,MG,CARMO DO PARANAÍBA,0,3114303
42870,MG,CARMO DO RIO CLARO,0,3114402
42757,MG,CARMÉSIA,0,3113800
42897,MG,CARMÓPOLIS DE MINAS,0,3114501
40088,MG,CARNEIRINHO,0,3114550
42919,MG,CARRANCAS,0,3114600
42951,MG,CARVALHOS,0,3114808
42935,MG,CARVALHÓPOLIS,0,3114709
42978,MG,CASA GRANDE,0,3114907
42994,MG,CASCALHO RICO,0,3115003
43052,MG,CATAGUASES,0,3115300
41840,MG,CATAS ALTAS,0,3115359
43079,MG,CATAS ALTAS DA NORUEGA,0,3115409
40100,MG,CATUJI,0,3115458
41866,MG,CATUTI,0,3115474
43095,MG,CAXAMBU,0,3115508
43117,MG,CEDRO DO ABAETÉ,0,3115607
43133,MG,CENTRAL DE MINAS,0,3115706
43150,MG,CENTRALINA,0,3115805
43192,MG,CHALÉ,0,3116001
43214,MG,CHAPADA DO NORTE,0,3116100
41882,MG,CHAPADA GAÚCHA,0,3116159
43230,MG,CHIADOR,0,3116209
43176,MG,CHÁCARA,0,3115904
43257,MG,CIPOTÂNEA,0,3116308
43273,MG,CLARAVAL,0,3116407
43290,MG,CLARO DOS POÇÕES,0,3116506
43311,MG,CLÁUDIO,0,3116605
43338,MG,COIMBRA,0,3116704
43354,MG,COLUNA,0,3116803
43370,MG,COMENDADOR GOMES,0,3116902
43397,MG,COMERCINHO,0,3117009
43419,MG,CONCEIÇÃO DA APARECIDA,0,3117108
43036,MG,CONCEIÇÃO DA BARRA DE MINAS,0,3115201
43451,MG,CONCEIÇÃO DAS ALAGOAS,0,3117306
43435,MG,CONCEIÇÃO DAS PEDRAS,0,3117207
43478,MG,CONCEIÇÃO DE IPANEMA,0,3117405
43494,MG,CONCEIÇÃO DO MATO DENTRO,0,3117504
43516,MG,CONCEIÇÃO DO PARÁ,0,3117603
43532,MG,CONCEIÇÃO DO RIO VERDE,0,3117702
43559,MG,CONCEIÇÃO DOS OUROS,0,3117801
41920,MG,CONFINS,0,3117876
43575,MG,CONGONHAL,0,3117900
43591,MG,CONGONHAS,0,3118007
43613,MG,CONGONHAS DO NORTE,0,3118106
43630,MG,CONQUISTA,0,3118205
43656,MG,CONSELHEIRO LAFAIETE,0,3118304
43672,MG,CONSELHEIRO PENA,0,3118403
43699,MG,CONSOLAÇÃO,0,3118502
43710,MG,CONTAGEM,0,3118601
43737,MG,COQUEIRAL,0,3118700
43753,MG,CORAÇÃO DE JESUS,0,3118809
43770,MG,CORDISBURGO,0,3118908
43796,MG,CORDISLÂNDIA,0,3119005
43818,MG,CORINTO,0,3119104
43834,MG,COROACI,0,3119203
43850,MG,COROMANDEL,0,3119302
43877,MG,CORONEL FABRICIANO,0,3119401
43893,MG,CORONEL MURTA,0,3119500
43915,MG,CORONEL PACHECO,0,3119609
43931,MG,CORONEL XAVIER CHAVES,0,3119708
44016,MG,COUTO DE MAGALHÃES DE MINAS,0,3120102
44032,MG,CRISTAIS,0,3120201
44075,MG,CRISTIANO OTONI,0,3120409
44091,MG,CRISTINA,0,3120508
44059,MG,CRISTÁLIA,0,3120300
41963,MG,CRISÓLITA,0,3120151
44113,MG,CRUCILÂNDIA,0,3120607
44130,MG,CRUZEIRO DA FORTALEZA,0,3120706
44156,MG,CRUZÍLIA,0,3120805
41980,MG,CUPARAQUE,0,3120839
42005,MG,CURRAL DE DENTRO,0,3120870
44172,MG,CURVELO,0,3120904
43010,MG,CÁSSIA,0,3115102
43958,MG,CÓRREGO DANTA,0,3119807
43974,MG,CÓRREGO DO BOM JESUS,0,3119906
41947,MG,CÓRREGO FUNDO,0,3119955
43990,MG,CÓRREGO NOVO,0,3120003
41904,MG,CÔNEGO MARINHO,0,3117836
44199,MG,DATAS,0,3121001
44210,MG,DELFIM MOREIRA,0,3121100
44237,MG,DELFINÓPOLIS,0,3121209
42021,MG,DELTA,0,3121258
44253,MG,DESCOBERTO,0,3121308
44270,MG,DESTERRO DE ENTRE RIOS,0,3121407
44296,MG,DESTERRO DO MELO,0,3121506
44318,MG,DIAMANTINA,0,3121605
44334,MG,DIOGO DE VASCONCELOS,0,3121704
44350,MG,DIONÍSIO,0,3121803
44393,MG,DIVINO,0,3122009
44415,MG,DIVINO DAS LARANJEIRAS,0,3122108
44431,MG,DIVINOLÂNDIA DE MINAS,0,3122207
44377,MG,DIVINÉSIA,0,3121902
44458,MG,DIVINÓPOLIS,0,3122306
40126,MG,DIVISA ALEGRE,0,3122355
44474,MG,DIVISA NOVA,0,3122405
40142,MG,DIVISÓPOLIS,0,3122454
42048,MG,DOM BOSCO,0,3122470
44490,MG,DOM CAVATI,0,3122504
44512,MG,DOM JOAQUIM,0,3122603
44539,MG,DOM SILVÉRIO,0,3122702
44555,MG,DOM VIÇOSO,0,3122801
44571,MG,DONA EUSÉBIA,0,3122900
44598,MG,DORES DE CAMPOS,0,3123007
44610,MG,DORES DE GUANHÃES,0,3123106
44636,MG,DORES DO INDAIÁ,0,3123205
44652,MG,DORES DO TURVO,0,3123304
44679,MG,DORESÓPOLIS,0,3123403
44695,MG,DOURADOQUARA,0,3123502
40169,MG,DURANDÉ,0,3123528
44717,MG,ELÓI MENDES,0,3123601
44733,MG,ENGENHEIRO CALDAS,0,3123700
44750,MG,ENGENHEIRO NAVARRO,0,3123809
40185,MG,ENTRE FOLHAS,0,3123858
44776,MG,ENTRE RIOS DE MINAS,0,3123908
44792,MG,ERVÁLIA,0,3124005
44814,MG,ESMERALDAS,0,3124104
44830,MG,ESPERA FELIZ,0,3124203
44857,MG,ESPINOSA,0,3124302
44873,MG,ESPÍRITO SANTO DO DOURADO,0,3124401
44890,MG,ESTIVA,0,3124500
44911,MG,ESTRELA DALVA,0,3124609
44938,MG,ESTRELA DO INDAIÁ,0,3124708
44954,MG,ESTRELA DO SUL,0,3124807
44970,MG,EUGENÓPOLIS,0,3124906
44997,MG,EWBANK DA CÂMARA,0,3125002
45012,MG,EXTREMA,0,3125101
45039,MG,FAMA,0,3125200
45055,MG,FARIA LEMOS,0,3125309
45110,MG,FELISBURGO,0,3125606
45136,MG,FELIXLÂNDIA,0,3125705
45071,MG,FELÍCIO DOS SANTOS,0,3125408
45152,MG,FERNANDES TOURINHO,0,3125804
45179,MG,FERROS,0,3125903
40207,MG,FERVEDOURO,0,3125952
45195,MG,FLORESTAL,0,3126000
45217,MG,FORMIGA,0,3126109
45233,MG,FORMOSO,0,3126208
45250,MG,FORTALEZA DE MINAS,0,3126307
45276,MG,FORTUNA DE MINAS,0,3126406
45292,MG,FRANCISCO BADARÓ,0,3126505
45314,MG,FRANCISCO DUMONT,0,3126604
45330,MG,FRANCISCO SÁ,0,3126703
40223,MG,FRANCISCÓPOLIS,0,3126752
45357,MG,FREI GASPAR,0,3126802
45373,MG,FREI INOCÊNCIO,0,3126901
42064,MG,FREI LAGONEGRO,0,3126950
45390,MG,FRONTEIRA,0,3127008
49352,MG,FRONTEIRA DOS VALES,0,3127057
42080,MG,FRUTA DE LEITE,0,3127073
45411,MG,FRUTAL,0,3127107
45438,MG,FUNILÂNDIA,0,3127206
45454,MG,GALILÉIA,0,3127305
42102,MG,GAMELEIRAS,0,3127339
42129,MG,GLAUCILÂNDIA,0,3127354
42145,MG,GOIABEIRA,0,3127370
42161,MG,GOIANÁ,0,3127388
45497,MG,GONZAGA,0,3127503
45470,MG,GONÇALVES,0,3127404
45519,MG,GOUVEIA,0,3127602
45535,MG,GOVERNADOR VALADARES,0,3127701
45578,MG,GRUPIARA,0,3127909
45551,MG,GRÃO MOGOL,0,3127800
45594,MG,GUANHÃES,0,3128006
45616,MG,GUAPÉ,0,3128105
45632,MG,GUARACIABA,0,3128204
42188,MG,GUARACIAMA,0,3128253
45675,MG,GUARANI,0,3128402
45659,MG,GUARANÉSIA,0,3128303
45691,MG,GUARARÁ,0,3128501
45713,MG,GUARDA-MOR,0,3128600
45730,MG,GUAXUPÉ,0,3128709
45756,MG,GUIDOVAL,0,3128808
45772,MG,GUIMARÂNIA,0,3128907
45799,MG,GUIRICEMA,0,3129004
45810,MG,GURINHATÃ,0,3129103
45837,MG,HELIODORA,0,3129202
45853,MG,IAPU,0,3129301
45870,MG,IBERTIOGA,0,3129400
45918,MG,IBIAÍ,0,3129608
42200,MG,IBIRACATU,0,3129657
45934,MG,IBIRACI,0,3129707
45950,MG,IBIRITÉ,0,3129806
45977,MG,IBITIÚRA DE MINAS,0,3129905
45993,MG,IBITURUNA,0,3130002
45896,MG,IBIÁ,0,3129509
40240,MG,ICARAÍ DE MINAS,0,3130051
46019,MG,IGARAPÉ,0,3130101
46035,MG,IGARATINGA,0,3130200
46051,MG,IGUATAMA,0,3130309
46078,MG,IJACI,0,3130408
46094,MG,ILICÍNEA,0,3130507
42226,MG,IMBÉ DE MINAS,0,3130556
46116,MG,INCONFIDENTES,0,3130606
42242,MG,INDAIABIRA,0,3130655
46132,MG,INDIANÓPOLIS,0,3130705
46159,MG,INGAÍ,0,3130804
46175,MG,INHAPIM,0,3130903
46191,MG,INHAÚMA,0,3131000
46213,MG,INIMUTABA,0,3131109
40266,MG,IPABA,0,3131158
46230,MG,IPANEMA,0,3131208
46256,MG,IPATINGA,0,3131307
46272,MG,IPIAÇU,0,3131406
46299,MG,IPUIÚNA,0,3131505
46310,MG,IRAÍ DE MINAS,0,3131604
46337,MG,ITABIRA,0,3131703
46353,MG,ITABIRINHA,0,3131802
46370,MG,ITABIRITO,0,3131901
46396,MG,ITACAMBIRA,0,3132008
46418,MG,ITACARAMBI,0,3132107
46434,MG,ITAGUARA,0,3132206
46450,MG,ITAIPÉ,0,3132305
46477,MG,ITAJUBÁ,0,3132404
46493,MG,ITAMARANDIBA,0,3132503
46515,MG,ITAMARATI DE MINAS,0,3132602
46531,MG,ITAMBACURI,0,3132701
46558,MG,ITAMBÉ DO MATO DENTRO,0,3132800
46574,MG,ITAMOGI,0,3132909
46590,MG,ITAMONTE,0,3133006
46612,MG,ITANHANDU,0,3133105
46639,MG,ITANHOMI,0,3133204
46655,MG,ITAOBIM,0,3133303
46671,MG,ITAPAGIPE,0,3133402
46698,MG,ITAPECERICA,0,3133501
46710,MG,ITAPEVA,0,3133600
46736,MG,ITATIAIUÇU,0,3133709
46779,MG,ITAVERAVA,0,3133907
54453,MG,ITAÚ DE MINAS,0,3133758
46752,MG,ITAÚNA,0,3133808
46795,MG,ITINGA,0,3134004
46817,MG,ITUETA,0,3134103
46833,MG,ITUIUTABA,0,3134202
46850,MG,ITUMIRIM,0,3134301
46876,MG,ITURAMA,0,3134400
46892,MG,ITUTINGA,0,3134509
46914,MG,JABOTICATUBAS,0,3134608
46930,MG,JACINTO,0,3134707
46973,MG,JACUTINGA,0,3134905
46957,MG,JACUÍ,0,3134806
46990,MG,JAGUARAÇU,0,3135001
40304,MG,JAMPRUCA,0,3135076
47015,MG,JANAÚBA,0,3135100
47031,MG,JANUÁRIA,0,3135209
47058,MG,JAPARAÍBA,0,3135308
42269,MG,JAPONVAR,0,3135357
40282,MG,JAÍBA,0,3135050
47074,MG,JECEABA,0,3135407
42285,MG,JENIPAPO DE MINAS,0,3135456
47090,MG,JEQUERI,0,3135506
47112,MG,JEQUITAÍ,0,3135605
47139,MG,JEQUITIBÁ,0,3135704
47155,MG,JEQUITINHONHA,0,3135803
47171,MG,JESUÂNIA,0,3135902
47210,MG,JOANÉSIA,0,3136108
47279,MG,JOAQUIM FELÍCIO,0,3136405
47198,MG,JOAÍMA,0,3136009
47295,MG,JORDÂNIA,0,3136504
40924,MG,JOSENÓPOLIS,0,3136579
42307,MG,JOSÉ GONÇALVES DE MINAS,0,3136520
42323,MG,JOSÉ RAYDAN,0,3136553
47236,MG,JOÃO MONLEVADE,0,3136207
47252,MG,JOÃO PINHEIRO,0,3136306
40320,MG,JUATUBA,0,3136652
47333,MG,JUIZ DE FORA,0,3136702
47350,MG,JURAMENTO,0,3136801
47376,MG,JURUAIA,0,3136900
40940,MG,JUVENÍLIA,0,3136959
47392,MG,LADAINHA,0,3137007
47414,MG,LAGAMAR,0,3137106
47430,MG,LAGOA DA PRATA,0,3137205
47457,MG,LAGOA DOS PATOS,0,3137304
47473,MG,LAGOA DOURADA,0,3137403
47490,MG,LAGOA FORMOSA,0,3137502
40347,MG,LAGOA GRANDE,0,3137536
47511,MG,LAGOA SANTA,0,3137601
47538,MG,LAJINHA,0,3137700
47554,MG,LAMBARI,0,3137809
47570,MG,LAMIM,0,3137908
47597,MG,LARANJAL,0,3138005
47619,MG,LASSANCE,0,3138104
47635,MG,LAVRAS,0,3138203
47651,MG,LEANDRO FERREIRA,0,3138302
40967,MG,LEME DO PRADO,0,3138351
47678,MG,LEOPOLDINA,0,3138401
47694,MG,LIBERDADE,0,3138500
47716,MG,LIMA DUARTE,0,3138609
40363,MG,LIMEIRA DO OESTE,0,3138625
40380,MG,LONTRA,0,3138658
40983,MG,LUISBURGO,0,3138674
41009,MG,LUISLÂNDIA,0,3138682
47732,MG,LUMINÁRIAS,0,3138708
47759,MG,LUZ,0,3138807
47775,MG,MACHACALIS,0,3138906
47791,MG,MACHADO,0,3139003
47813,MG,MADRE DE DEUS DE MINAS,0,3139102
47830,MG,MALACACHETA,0,3139201
40401,MG,MAMONAS,0,3139250
47856,MG,MANGA,0,3139300
47872,MG,MANHUAÇU,0,3139409
47899,MG,MANHUMIRIM,0,3139508
47910,MG,MANTENA,0,3139607
47953,MG,MAR DE ESPANHA,0,3139805
47937,MG,MARAVILHAS,0,3139706
47970,MG,MARIA DA FÉ,0,3139904
47996,MG,MARIANA,0,3140001
48011,MG,MARILAC,0,3140100
48038,MG,MARIPÁ DE MINAS,0,3140209
48054,MG,MARLIÉRIA,0,3140308
48070,MG,MARMELÓPOLIS,0,3140407
48097,MG,MARTINHO CAMPOS,0,3140506
41041,MG,MARTINS SOARES,0,3140530
40428,MG,MATA VERDE,0,3140555
48119,MG,MATERLÂNDIA,0,3140605
48135,MG,MATEUS LEME,0,3140704
54313,MG,MATHIAS LOBATO,0,3171501
48151,MG,MATIAS BARBOSA,0,3140803
40444,MG,MATIAS CARDOSO,0,3140852
48178,MG,MATIPÓ,0,3140902
48194,MG,MATO VERDE,0,3141009
48216,MG,MATOZINHOS,0,3141108
48232,MG,MATUTINA,0,3141207
48259,MG,MEDEIROS,0,3141306
48275,MG,MEDINA,0,3141405
48291,MG,MENDES PIMENTEL,0,3141504
48313,MG,MERCÊS,0,3141603
48330,MG,MESQUITA,0,3141702
48356,MG,MINAS NOVAS,0,3141801
48372,MG,MINDURI,0,3141900
48399,MG,MIRABELA,0,3142007
48410,MG,MIRADOURO,0,3142106
41068,MG,MIRAVÂNIA,0,3142254
48437,MG,MIRAÍ,0,3142205
48453,MG,MOEDA,0,3142304
48470,MG,MOEMA,0,3142403
48496,MG,MONJOLOS,0,3142502
48518,MG,MONSENHOR PAULO,0,3142601
48534,MG,MONTALVÂNIA,0,3142700
48550,MG,MONTE ALEGRE DE MINAS,0,3142809
48577,MG,MONTE AZUL,0,3142908
48593,MG,MONTE BELO,0,3143005
48615,MG,MONTE CARMELO,0,3143104
41084,MG,MONTE FORMOSO,0,3143153
48631,MG,MONTE SANTO DE MINAS,0,3143203
48674,MG,MONTE SIÃO,0,3143401
48658,MG,MONTES CLAROS,0,3143302
40460,MG,MONTEZUMA,0,3143450
48690,MG,MORADA NOVA DE MINAS,0,3143500
48712,MG,MORRO DA GARÇA,0,3143609
48739,MG,MORRO DO PILAR,0,3143708
48755,MG,MUNHOZ,0,3143807
48771,MG,MURIAÉ,0,3143906
48798,MG,MUTUM,0,3144003
48810,MG,MUZAMBINHO,0,3144102
41025,MG,MÁRIO CAMPOS,0,3140159
48836,MG,NACIP RAYDAN,0,3144201
48852,MG,NANUQUE,0,3144300
40487,MG,NAQUE,0,3144359
41106,MG,NATALÂNDIA,0,3144375
48879,MG,NATÉRCIA,0,3144409
